facies,median_decrease,std_decrease,median_decrease_pct,std_decrease_pct
T1,-0.00028276104957914794,NaN,-13.23720468759193,NaN
T2,-0.0014930244284099617,2.5208210908691922e-5,-104.22684724231965,11.17329656913399
T3,-0.0007434187847295771,0.0010890805905045457,-60.97687749405169,11.470556777495283
T4,-0.0031055951470615583,0.00026515143137415404,-75.09372742745265,9.04067723494492
T6,-0.0022339390489205797,0.0003546566635957778,-61.190309395383714,8.253230738087098
T7,-0.0053772393030424165,0.002010238920453188,-44.67770057403049,28.45627702165097
