facies,median_decrease,std_decrease,median_decrease_pct,std_decrease_pct
T1,0.0007604554303720281,NaN,6.347061347061318,NaN
T2,0.0037850573755856994,0.0004040156610703157,26.566390971520637,3.264736432887414
T3,0.0031651078409650965,0.0016730482263071368,22.249858159922404,6.886396957952724
T4,0.008460474689339872,0.0018653250816000682,20.864598835632783,6.34437696863511
T6,0.00869427710171445,0.000829015026421318,31.408504360794993,2.452510325329419
T7,0.02208838855240946,0.002449743628850738,32.804745991222276,5.150077611344858
