t,NO3-,DOC,SO4-2,NH4+,N2O,NO2-
0,3.077418075023103,1.1069114882414097,0.30408078284405576,0.7207007428761504,1.49194e-5,0.09629283455239047
3,3.0345988784757334,0.9408277619122949,0.35087445346658336,0.7345603725468456,,0.10976948408342481
5,2.985812411599728,1.0347959846346757,0.34790755777638976,0.7345603725468456,,
14,2.6481778053024843,0.8167717118902312,0.3497813866333542,0.7159884687881141,,
25,2.113768427979079,0.6993763893861308,0.35644388923589426,0.698525335403038,,
37,2.1819565873019715,0.7618207098670352,0.3986258588382261,0.6796762390508926,0.00044269110000000003,
51,2.0966084938448413,0.4654955919032787,0.4377264209868832,0.7328972169863621,0.0009017077000000001,
65,1.9957132420179695,0.6661561909312422,0.4372267332916927,0.7376094910743984,,
84,1.913848744212151,,,,,
100,,0.7207679414800786,,,0.0008812122000000001,
108,1.773214697548097,0.6374367330100643,,,,
134,1.8529503313447808,1.3451507521216415,,,,
150,1.7457975095516645,0.8873304437556097,,,,
170,1.725670068010754,0.799287302155578,,,,
