t,NO3-,DOC,SO4-2,NH4+,N2O,NO2-
0,2.443355283211488,0.9442463432301031,0.31074328544659585,0.4379642975939683,0.0037632131415718086,0.20106291639043158
3,2.5546368109617146,0.4129651061137153,0.34733499895898395,0.3908415567136046,,0.41299409853169733
5,2.444242309881961,0.5546719010769997,0.3399437851342911,0.37143807517463134,,
14,2.325300097250379,0.42295619739066,0.3383302102852384,0.3658942233063533,,
25,2.1020919314441278,,0.3471996668748698,0.37143807517463134,,
37,2.0200339005465695,0.4579250168599665,0.3887153862169478,0.3791994677902207,0.007649496739599664,
51,1.869207111050901,0.2255912238912037,0.3751821778055382,0.40691872713161104,0.008039070274691569,
65,1.681350990002403,0.31605440220985287,0.3528627940870289,0.41717485308792546,,
84,1.5921322347104825,,,,,
100,,0.43258202328559703,,,0.012396973621430033,
108,1.3922125509435543,0.315483601950077,,,,
134,1.3869871574665873,0.6487089536121733,,,,
150,1.405759867365321,0.5898663369044552,,,,
170,1.39408337083037,0.4358327026734495,,,,
