t,NO3-,DOC,SO4-2,NH4+,N2O,NO2-
0,3.1027386545256905,1.4154045975671692,0.19456589631480325,0.7650515578223749,4.4952e-6,0.048581147906228604
3,3.0349214336286328,1.182279134438459,0.19664792837809703,0.8038585209003215,,0.08368564628142287
5,3.108060814548528,1.1750887648983073,0.21195086404330626,0.8094023727685996,,
14,2.8957388851526247,1.0607208572356315,0.26790547574432644,0.7786339948996563,,
25,2.7482344137318178,1.198930953233367,0.27582760774515924,0.7714269874708947,,
37,2.7387512922365813,1.190605043835913,0.3107641057672288,0.7220867058432199,0.0,
51,2.599407466184124,0.8172352558628839,0.33333333333333337,0.8002550171859408,0.000243,
65,2.218727874732481,0.6871020869842516,0.33312513012700395,0.7761392615589311,,
84,1.9998419479750793,,,,,
100,,0.7295786525836421,,,0.0003728214,
108,1.7352177005365705,0.8225309960340879,,,,
134,1.8185659520457256,1.4051757822236506,,,,
150,1.7808269991565184,0.9143326719498447,,,,
170,1.6934145527208333,0.915850033719933,,,,
