facies,mean_no3_pct,std_no3_pct,mean_doc_pct,std_doc_pct
T1,56.517321529957165,41.37501613206523,52.90901006023319,28.10761128290461
T2,55.431117195564404,39.87557579833024,53.035698697146785,15.027842409036683
T3,22.02067301990995,5.2602744531769465,-9.094753344791455,34.35027609661734
T4,29.014661593258253,8.609851952854127,25.95745340708568,17.46255871431197
T5,55.18136603884369,25.236556293740573,41.23488524561742,19.310469950143723
T6,47.829918539840314,17.203839607120173,34.05841938392031,25.745576946398366
T7,66.77546057055336,29.544142727532076,16.412233671289783,15.123280599399802
T8,58.972713222957815,20.10519176874453,28.20489255808906,17.854093389239885
