facies,median_decrease,std_decrease,median_decrease_pct,std_decrease_pct
T1,0.0034028855426199746,0.0025846449131014144,56.373343150415536,19.66724637697455
T2,0.0017831824638954688,0.0012423437861326585,49.90530594974986,8.005488423172103
T3,0.0006001606303399367,0.0011811730014594092,13.613050091512704,29.137613304428438
T4,0.002210205899260188,0.0009689507275234092,23.829397308372588,11.934271836975288
T5,0.0033309013037936593,0.003076809354651084,32.78608016248711,6.974372732343123
T6,0.004350001541238796,0.003357622692627832,35.65890926847847,10.858963214645918
T7,0.0025817876156868456,0.013837131531342,20.6856909155405,8.192648725743942
T8,0.010437413231517943,0.002345744162456549,28.880898487261895,8.192445383014736
