facies,mean_no3_pct,std_no3_pct,mean_doc_pct,std_doc_pct
T1,9.430469430469419,NaN,-30.807969113708705,NaN
T2,31.00592279496761,3.6407156155259686,-150.28453454251627,20.725651134452647
T3,32.755334667655504,6.88927461164349,-119.13442511848241,11.738795315443616
T4,25.876128663492743,6.042537002403726,-127.74172712478182,7.377043224296224
T6,42.643545341944765,4.104287233838452,-95.54276842256293,15.64538101162147
T7,46.50470089323351,12.895172683850822,-86.5230012340145,32.59831917222173
