Sample,Facies,Time,NO3_corrected,DOC_corrected,SO4_corrected
A308,T8,37.0,0.05914554064813158,0.026886537938215337,
A308,T8,51.0,0.05678658729659538,0.018816470557117545,
A308,T8,65.0,0.05456773039980174,0.021063839332422122,
A308,T8,84.0,0.05411013215622206,,
A308,T8,100.0,,0.023355887361233514,
A308,T8,108.0,0.05164366042038614,0.022179632040506884,
A308,T8,134.0,0.05156355922408283,0.027566920628423582,
A308,T8,150.0,0.05124143414472083,0.024748114498248375,
A308,T8,170.0,0.05107983401311832,0.02422892903549096,
A310,T7,0.0,0.04295402923819274,0.016753170104680647,
A310,T7,3.0,0.04135429478715625,0.024274340588051377,
A310,T7,5.0,0.042758119729333924,0.022915148235203953,
A310,T7,14.0,0.039699859271331156,0.02174605995352857,
A310,T7,25.0,0.038889037342506885,0.023092568211876906,
A310,T7,37.0,0.037943513135993916,0.022187415438209408,
A310,T7,51.0,0.03390360403319525,0.015685029792185442,
A310,T7,65.0,0.02817742411938193,0.013852417278533152,
A310,T7,84.0,0.027412333729755788,0.014519299113715302,
A310,T7,100.0,,0.014278759876864859,
A310,T7,108.0,0.02667699685528177,0.014278759876864859,
A310,T7,134.0,0.02674944859672364,0.01636896192173816,
A310,T7,150.0,0.026115119110051783,0.015989673885480706,
A310,T7,170.0,0.02593880055207885,0.015953453689429103,
A402,T1,0.0,0.0054878128062666705,0.007442361429676027,
A402,T1,3.0,0.003833844933499961,0.002843978845770162,
A402,T1,5.0,0.002944374663383967,0.0027644468301640207,
A402,T1,14.0,0.002834249772798178,0.0022135544252216647,
A402,T1,25.0,0.002626362278583313,,
A402,T1,37.0,0.0025987146940490953,0.0026769093829930144,
A402,T1,51.0,0.0022464639873909144,0.0017443285172676994,
A402,T1,65.0,0.0019668044807993426,0.0019022924030516267,
A402,T1,84.0,0.0018926307590590571,,
A402,T1,100.0,,0.002184288933926593,
A402,T1,108.0,0.0018108361094157377,0.0019292356340046024,
A402,T1,134.0,0.0017783478703502764,0.002361478458062911,
A402,T1,150.0,0.0016852583601340554,0.00214912793043556,
A402,T1,170.0,0.0017131852131989217,0.002163220985406449,
