t,NO3-,DOC,SO4-2,NH4+,N2O,NO2-
0,2.9879896588817982,1.165392395406854,0.2196543826774932,0.6264552611154229,0.0,0.11563834758887526
3,2.8692893626148903,1.7234632452729648,0.2187695190505934,0.6458587426543962,,0.189107824064514
5,2.980893445518016,1.615407453221594,0.2373516552154903,0.6430868167202572,,
14,2.7190593001520846,1.5153155103366165,0.232615032271497,0.6477990908082937,,
25,2.6438555662536345,1.6402041512984256,0.25417447428690404,0.611764053664486,,
37,2.54818570790373,1.5486191479264324,0.2602540079117218,0.5829360239494401,0.010719571825035058,
51,2.0985438247622366,0.8249036255239603,0.29997917967936705,0.631999112983701,0.004597881792332293,
65,1.3904062420873189,0.5982705446689593,0.3008536331459504,0.5660272757511918,,
84,1.2839630416305807,0.6910504799886769,,,,
100,,0.6528047413294554,,,0.007895175977261323,
108,1.161198550437143,0.6528047413294554,,,,
134,1.1773263080821033,1.1180837165182544,,,,
150,1.0008241284156574,1.0125468204296169,,,,
170,0.9354099434076985,0.9991091276944725,,,,
